date,temp_max,temp_min
2016-12-30,22.1,11.2
2016-12-31,21.5,10.6
2017-01-01,22.1,11.4
2017-01-02,21.8,10.8
2017-01-03,22.6,10.5
2017-01-04,23.1,10.4
2017-01-05,23.5,11.0
2017-01-06,23.1,12.5
2017-01-07,19.5,11.5
2017-01-08,18.5,10.7
2017-01-09,19.3,8.5
2017-01-10,16.8,6.5
2017-01-11,16.1,4.7
2017-01-12,17.0,4.3
2017-01-13,18.0,5.1
2017-01-14,18.6,4.5
2017-01-15,20.4,8.4
2017-01-16,19.7,10.6
2017-01-17,16.7,6.1
2017-01-18,19.2,5.3
2017-01-19,20.9,7.2
2017-01-20,19.4,6.6
2017-01-21,19.9,7.4
2017-01-22,23.0,9.8
2017-01-23,23.6,10.7
2017-01-24,25.0,10.5
2017-01-25,25.3,13.8
2017-01-26,19.1,13.8
2017-01-27,18.0,12.5
2017-01-28,19.8,10.2
2017-01-29,21.1,11.1
2017-01-30,20.9,10.2
2017-01-31,21.3,11.2
2017-02-01,20.7,9.9
2017-02-02,21.5,9.3
2017-02-03,22.3,9.4
2017-02-04,22.7,11.8
2017-02-05,21.9,14.7
2017-02-06,21.9,11.9
2017-02-07,20.1,9.8
2017-02-08,21.5,9.3
2017-02-09,20.8,9.6
2017-02-10,21.2,10.0
2017-02-11,21.5,8.1
2017-02-12,22.2,8.5
2017-02-13,23.1,10.0
2017-02-14,24.1,10.3
2017-02-15,25.2,11.2
2017-02-16,27.5,13.4
2017-02-17,27.3,15.1
2017-02-18,28.6,14.3
2017-02-19,28.7,15.2
2017-02-20,29.5,16.5
2017-02-21,25.5,14.8
2017-02-22,25.6,13.0
2017-02-23,24.8,11.5
2017-02-24,25.3,12.5
2017-02-25,26.9,13.2
2017-02-26,26.5,13.0
2017-02-27,27.5,12.3
2017-02-28,29.3,15.4
2017-03-01,28.1,18.5
2017-03-02,27.7,14.6
2017-03-03,26.5,13.6
2017-03-04,25.2,12.3
2017-03-05,26.8,12.1
2017-03-06,27.0,12.6
2017-03-07,27.6,13.6
2017-03-08,26.0,16.6
2017-03-09,26.0,14.2
2017-03-10,22.7,13.4
2017-03-11,21.8,12.1
2017-03-12,21.7,10.4
2017-03-13,22.9,10.4
2017-03-14,24.6,9.8
2017-03-15,27.0,11.4
2017-03-16,27.3,13.7
2017-03-17,26.5,13.9
2017-03-18,28.0,13.8
2017-03-19,29.5,16.0
2017-03-20,29.6,15.3
2017-03-21,32.2,16.1
2017-03-22,34.0,18.1
2017-03-23,34.7,17.9
2017-03-24,33.5,19.5
2017-03-25,32.8,17.7
2017-03-26,34.1,19.8
2017-03-27,36.1,21.8
2017-03-28,36.9,21.4
2017-03-29,37.5,22.8
2017-03-30,37.4,22.9
2017-03-31,37.4,23.0
2017-04-01,37.8,22.5
2017-04-02,37.1,22.3
2017-04-03,37.6,21.4
2017-04-04,36.6,21.3
2017-04-05,34.7,23.3
2017-04-06,36.5,21.1
2017-04-07,33.3,19.3
2017-04-08,32.9,17.5
2017-04-09,31.9,19.7
2017-04-10,33.4,19.0
2017-04-11,36.5,20.2
2017-04-12,38.5,21.5
2017-04-13,38.6,20.8
2017-04-14,39.2,23.7
2017-04-15,40.0,22.3
2017-04-16,39.8,23.3
2017-04-17,40.7,24.7
2017-04-18,41.5,23.7
2017-04-19,41.7,25.8
2017-04-20,41.6,24.4
2017-04-21,41.0,26.0
2017-04-22,40.6,27.2
2017-04-23,38.9,24.8
2017-04-24,37.1,24.2
2017-04-25,37.2,23.5
2017-04-26,37.6,22.4
2017-04-27,38.5,23.0
2017-04-28,38.4,22.8
2017-04-29,38.3,24.0
2017-04-30,37.2,23.5
2017-05-01,37.0,22.1
2017-05-02,38.5,24.9
2017-05-03,38.3,26.5
2017-05-04,38.6,25.9
2017-05-05,39.2,23.3
2017-05-06,40.8,24.8
2017-05-07,42.2,25.3
2017-05-08,42.2,26.1
2017-05-09,42.2,25.7
2017-05-10,39.9,27.0
2017-05-11,40.0,27.2
2017-05-12,40.5,26.5
2017-05-13,40.4,26.2
2017-05-14,42.7,26.9
2017-05-15,42.7,27.4
2017-05-16,40.7,27.4
2017-05-17,36.0,25.5
2017-05-18,38.6,25.8
2017-05-19,40.9,26.4
2017-05-20,40.0,26.0
2017-05-21,39.5,25.9
2017-05-22,37.8,24.4
2017-05-23,37.9,25.2
2017-05-24,39.7,26.0
2017-05-25,40.8,27.6
2017-05-26,42.7,27.9
2017-05-27,40.9,28.4
2017-05-28,38.1,28.0
2017-05-29,35.6,25.5
2017-05-30,35.4,24.7
2017-05-31,37.3,26.3
2017-06-01,37.9,26.9
2017-06-02,39.5,25.0
2017-06-03,42.1,27.3
2017-06-04,44.2,29.8
2017-06-05,43.0,34.1
2017-06-06,40.9,32.2
2017-06-07,36.6,27.0
2017-06-08,35.8,27.1
2017-06-09,36.8,26.5
2017-06-10,39.0,26.2
2017-06-11,38.2,25.9
2017-06-12,39.0,25.8
2017-06-13,41.0,27.1
2017-06-14,41.1,27.2
2017-06-15,39.2,27.5
2017-06-16,36.7,24.3
2017-06-17,37.1,24.8
2017-06-18,36.6,25.3
2017-06-19,35.7,27.0
2017-06-20,35.0,25.1
2017-06-21,33.1,24.1
2017-06-22,34.3,25.1
2017-06-23,33.2,25.5
2017-06-24,35.9,26.3
2017-06-25,36.9,29.3
2017-06-26,37.1,29.1
2017-06-27,36.8,28.2
2017-06-28,33.6,26.9
2017-06-29,31.2,25.8
2017-06-30,30.5,26.0
2017-07-01,31.2,26.5
2017-07-02,30.4,25.7
2017-07-03,33.0,26.1
2017-07-04,34.7,27.7
2017-07-05,34.6,27.7
2017-07-06,34.5,27.1
2017-07-07,34.6,25.8
2017-07-08,34.7,26.8
2017-07-09,36.5,28.4
2017-07-10,36.4,29.1
2017-07-11,34.8,27.6
2017-07-12,30.9,26.1
2017-07-13,32.5,26.1
2017-07-14,33.0,27.2
2017-07-15,32.6,27.2
2017-07-16,32.9,27.2
2017-07-17,33.3,27.6
2017-07-18,33.9,27.1
2017-07-19,35.3,27.8
2017-07-20,32.4,25.6
2017-07-21,32.8,27.9
2017-07-22,31.3,26.7
2017-07-23,32.3,25.7
2017-07-24,30.6,25.2
2017-07-25,31.4,25.3
2017-07-26,31.9,25.5
2017-07-27,32.9,26.4
2017-07-28,32.2,27.1
2017-07-29,31.8,26.7
2017-07-30,31.5,26.4
2017-07-31,31.1,25.8
2017-08-01,28.8,25.6
2017-08-02,31.7,26.2
2017-08-03,31.7,26.3
2017-08-04,32.1,26.8
2017-08-05,33.5,27.2
2017-08-06,32.7,27.6
2017-08-07,31.6,25.9
2017-08-08,32.6,26.0
2017-08-09,30.5,25.8
2017-08-10,32.7,25.8
2017-08-11,34.2,27.6
2017-08-12,33.3,27.7
2017-08-13,33.2,26.9
2017-08-14,33.3,26.6
2017-08-15,32.9,27.2
2017-08-16,34.7,27.3
2017-08-17,35.9,27.8
2017-08-18,35.7,27.6
2017-08-19,30.5,27.1
2017-08-20,33.3,26.2
2017-08-21,32.8,26.8
2017-08-22,32.3,26.7
2017-08-23,31.4,26.6
2017-08-24,32.3,25.7
2017-08-25,30.9,26.3
2017-08-26,31.9,25.4
2017-08-27,32.7,25.5
2017-08-28,29.1,26.0
2017-08-29,31.3,25.9
2017-08-30,30.9,26.5
2017-08-31,28.9,24.8
2017-09-01,30.3,25.0
2017-09-02,28.2,25.1
2017-09-03,31.5,24.5
2017-09-04,32.9,25.4
2017-09-05,32.3,25.4
2017-09-06,32.6,26.0
2017-09-07,31.1,24.2
2017-09-08,32.3,25.0
2017-09-09,33.0,24.8
2017-09-10,34.5,25.7
2017-09-11,34.7,26.1
2017-09-12,33.9,25.8
2017-09-13,34.1,26.0
2017-09-14,33.8,26.1
2017-09-15,34.3,25.1
2017-09-16,33.8,25.4
2017-09-17,33.5,25.9
2017-09-18,34.9,24.2
2017-09-19,33.9,24.9
2017-09-20,35.8,25.3
2017-09-21,33.8,25.2
2017-09-22,27.3,24.0
2017-09-23,26.5,22.9
2017-09-24,30.9,21.1
2017-09-25,33.2,22.6
2017-09-26,33.3,23.8
2017-09-27,34.2,23.7
2017-09-28,33.9,23.9
2017-09-29,33.6,24.2
2017-09-30,34.9,23.5
2017-10-01,35.6,21.9
2017-10-02,35.5,22.6
2017-10-03,34.7,21.8
2017-10-04,34.5,22.1
2017-10-05,34.5,22.6
2017-10-06,34.8,22.9
2017-10-07,34.0,21.0
2017-10-08,34.7,21.6
2017-10-09,35.1,22.5
2017-10-10,35.0,22.0
2017-10-11,34.7,22.4
2017-10-12,34.3,22.5
2017-10-13,34.6,22.3
2017-10-14,35.8,21.7
2017-10-15,35.4,21.2
2017-10-16,35.4,21.0
2017-10-17,33.7,19.9
2017-10-18,33.6,20.2
2017-10-19,34.6,20.7
2017-10-20,34.8,21.7
2017-10-21,34.9,20.5
2017-10-22,35.2,19.9
2017-10-23,33.6,19.3
2017-10-24,33.3,19.6
2017-10-25,32.1,18.0
2017-10-26,32.1,18.1
2017-10-27,31.0,18.0
2017-10-28,31.5,19.1
2017-10-29,30.9,17.6
2017-10-30,29.9,17.5
2017-10-31,30.3,18.0
2017-11-01,30.7,19.8
2017-11-02,30.5,18.4
2017-11-03,29.5,18.3
2017-11-04,29.4,17.9
2017-11-05,29.3,18.6
2017-11-06,29.4,18.0
2017-11-07,28.7,17.4
2017-11-08,29.3,16.4
2017-11-09,29.2,16.7
2017-11-10,28.9,16.0
2017-11-11,27.8,15.3
2017-11-12,27.6,15.0
2017-11-13,27.7,16.5
2017-11-14,27.6,16.0
2017-11-15,26.3,16.7
2017-11-16,25.8,15.6
2017-11-17,25.4,15.5
2017-11-18,25.5,16.5
2017-11-19,24.7,15.5
2017-11-20,22.9,12.1
2017-11-21,23.4,11.3
2017-11-22,24.2,10.9
2017-11-23,24.1,11.2
2017-11-24,24.8,10.3
2017-11-25,25.0,11.5
2017-11-26,25.0,10.2
2017-11-27,25.2,11.5
2017-11-28,25.7,10.9
2017-11-29,25.9,11.6
2017-11-30,25.4,11.7
2017-12-01,24.0,9.5
2017-12-02,23.9,11.2
2017-12-03,23.0,11.3
2017-12-04,22.8,9.5
2017-12-05,22.9,14.0
2017-12-06,21.0,14.2
2017-12-07,22.8,14.4
2017-12-08,24.0,11.3
2017-12-09,23.8,10.4
2017-12-10,24.0,10.6
2017-12-11,23.5,11.5
2017-12-12,20.9,13.5
2017-12-13,19.8,11.5
2017-12-14,20.5,9.7
2017-12-15,20.3,8.0
2017-12-16,19.6,7.7
2017-12-17,21.1,8.4
2017-12-18,23.6,10.2
2017-12-19,22.6,9.5
2017-12-20,21.9,10.6
2017-12-21,23.0,11.9
2017-12-22,23.4,11.2
2017-12-23,22.6,11.0
2017-12-24,22.4,10.1
2017-12-25,22.2,9.2
2017-12-26,22.4,9.0
2017-12-27,22.6,8.5
2017-12-28,22.7,8.6
2017-12-29,21.7,8.2
2017-12-30,21.2,8.2
2017-12-31,20.3,7.4
2018-01-01,20.2,6.9
2018-01-02,19.9,6.6
2018-01-03,19.9,7.0
2018-01-04,20.4,6.0
2018-01-05,20.4,6.7
2018-01-06,19.6,5.6
2018-01-07,18.9,6.2
2018-01-08,19.7,6.9
2018-01-09,19.9,5.9
2018-01-10,20.9,7.4
2018-01-11,21.3,8.4
2018-01-12,22.0,9.0
2018-01-13,21.7,6.6
2018-01-14,22.0,7.4
2018-01-15,21.9,7.3
2018-01-16,22.2,9.1
2018-01-17,21.4,7.9
2018-01-18,23.9,9.0
2018-01-19,23.5,9.8
2018-01-20,22.2,8.8
2018-01-21,21.5,7.2
2018-01-22,21.8,7.2
2018-01-23,16.2,10.8
2018-01-24,18.8,8.4
2018-01-25,19.6,8.7
2018-01-26,20.0,7.7
2018-01-27,20.0,7.3
2018-01-28,21.3,6.9
2018-01-29,22.0,7.6
2018-01-30,24.4,10.1
2018-01-31,24.3,12.9
2018-02-01,25.5,11.3
2018-02-02,24.5,11.1
2018-02-03,23.2,11.0
2018-02-04,22.1,8.7
2018-02-05,22.1,7.0
2018-02-06,22.2,11.7
2018-02-07,22.4,8.8
2018-02-08,22.1,6.9
2018-02-09,23.0,7.8
2018-02-10,23.9,8.8
2018-02-11,23.9,9.3
2018-02-12,21.9,12.9
2018-02-13,21.6,10.2
2018-02-14,21.8,10.1
2018-02-15,23.2,12.0
2018-02-16,24.6,11.8
2018-02-17,25.1,12.8
2018-02-18,25.1,12.0
2018-02-19,25.5,10.1
2018-02-20,26.9,11.9
2018-02-21,29.6,15.3
2018-02-22,30.0,14.2
2018-02-23,29.7,15.9
2018-02-24,28.7,17.1
2018-02-25,27.9,16.4
2018-02-26,27.0,15.4
2018-02-27,28.9,15.8
2018-02-28,29.4,15.2
2018-03-01,29.9,15.4
2018-03-02,30.8,17.1
2018-03-03,30.9,16.7
2018-03-04,28.2,17.2
2018-03-05,27.2,14.7
2018-03-06,27.6,14.5
2018-03-07,28.5,14.4
2018-03-08,29.6,16.2
2018-03-09,31.0,16.0
2018-03-10,31.2,16.6
2018-03-11,30.9,17.3
2018-03-12,32.2,16.6
2018-03-13,34.1,17.3
2018-03-14,32.7,20.4
2018-03-15,31.5,18.8
2018-03-16,29.8,16.6
2018-03-17,29.2,15.8
2018-03-18,30.9,16.5
2018-03-19,32.9,14.9
2018-03-20,33.0,16.2
2018-03-21,30.8,18.3
2018-03-22,29.7,17.2
2018-03-23,29.1,17.2
2018-03-24,31.2,17.5
2018-03-25,32.7,18.6
2018-03-26,34.0,18.9
2018-03-27,35.4,18.5
2018-03-28,35.6,20.7
2018-03-29,35.5,19.7
2018-03-30,34.4,20.8
2018-03-31,33.6,18.7
2018-04-01,33.2,20.9
2018-04-02,35.1,20.8
2018-04-03,36.1,22.3
2018-04-04,37.3,21.8
2018-04-05,36.7,22.0
2018-04-06,35.0,22.1
2018-04-07,33.6,21.0
2018-04-08,33.5,21.5
2018-04-09,33.4,22.0
2018-04-10,33.9,21.4
2018-04-11,32.0,21.6
2018-04-12,31.7,19.9
2018-04-13,33.1,19.1
2018-04-14,35.0,19.3
2018-04-15,36.6,20.9
2018-04-16,37.1,23.3
2018-04-17,36.8,22.5
2018-04-18,36.6,22.3
2018-04-19,37.4,23.4
2018-04-20,39.1,21.8
2018-04-21,34.1,19.6
2018-04-22,34.4,21.0
2018-04-23,35.7,21.0
2018-04-24,38.0,21.7
2018-04-25,40.4,23.0
2018-04-26,41.3,23.9
2018-04-27,38.7,25.8
2018-04-28,38.7,25.5
2018-04-29,38.7,23.5
2018-04-30,39.0,24.3
2018-05-01,37.6,24.5
2018-05-02,36.8,23.5
2018-05-03,34.9,23.5
2018-05-04,34.7,24.5
2018-05-05,37.1,24.4
2018-05-06,38.3,25.6
2018-05-07,37.3,23.6
2018-05-08,33.9,23.0
2018-05-09,35.5,20.9
2018-05-10,37.7,22.1
2018-05-11,40.2,24.4
2018-05-12,40.2,27.2
2018-05-13,36.7,25.0
2018-05-14,36.9,22.8
2018-05-15,37.6,24.8
2018-05-16,39.0,25.1
2018-05-17,40.5,25.5
2018-05-18,39.6,26.6
2018-05-19,39.3,25.7
2018-05-20,40.1,25.8
2018-05-21,40.9,26.2
2018-05-22,42.8,28.1
2018-05-23,42.2,28.4
2018-05-24,41.7,27.7
2018-05-25,42.2,26.0
2018-05-26,43.0,27.1
2018-05-27,43.1,27.0
2018-05-28,42.0,27.1
2018-05-29,41.8,27.6
2018-05-30,40.5,27.2
2018-05-31,41.6,27.3
2018-06-01,41.3,29.2
2018-06-02,39.4,27.1
2018-06-03,37.4,28.3
2018-06-04,40.6,29.7
2018-06-05,39.8,31.0
2018-06-06,38.4,29.2
2018-06-07,39.6,28.5
2018-06-08,40.0,30.9
2018-06-09,37.3,27.4
2018-06-10,36.2,26.5
2018-06-11,39.4,28.1
2018-06-12,42.0,28.7
2018-06-13,40.6,31.9
2018-06-14,40.4,31.3
2018-06-15,39.0,32.2
2018-06-16,39.4,31.3
2018-06-17,35.8,28.6
2018-06-18,36.0,26.9
2018-06-19,38.7,26.4
2018-06-20,40.2,29.0
2018-06-21,40.8,29.9
2018-06-22,41.8,32.0
2018-06-23,40.8,30.9
2018-06-24,40.6,30.7
2018-06-25,40.9,31.2
2018-06-26,36.3,29.4
2018-06-27,34.4,25.6
2018-06-28,33.5,25.7
2018-06-29,33.3,25.9
2018-06-30,33.1,26.7
2018-07-01,34.1,27.8
2018-07-02,35.1,25.5
2018-07-03,33.8,28.5
2018-07-04,32.6,27.2
2018-07-05,35.0,26.8
2018-07-06,35.0,27.0
2018-07-07,36.2,27.4
2018-07-08,37.4,28.0
2018-07-09,37.0,29.1
2018-07-10,37.2,28.9
2018-07-11,36.4,28.5
2018-07-12,33.6,26.2
2018-07-13,32.3,26.6
2018-07-14,31.9,25.8
2018-07-15,33.3,26.3
2018-07-16,32.2,27.3
2018-07-17,33.3,27.6
2018-07-18,33.4,28.4
2018-07-19,33.0,27.5
2018-07-20,32.6,27.3
2018-07-21,30.9,26.5
2018-07-22,29.7,25.5
2018-07-23,32.5,26.2
2018-07-24,33.0,27.0
2018-07-25,32.3,27.1
2018-07-26,29.5,25.8
2018-07-27,29.2,25.2
2018-07-28,31.8,25.0
2018-07-29,32.6,25.6
2018-07-30,33.4,26.5
2018-07-31,33.6,26.9
2018-08-01,34.3,26.2
2018-08-02,34.3,27.6
2018-08-03,34.5,27.9
2018-08-04,34.1,27.8
2018-08-05,32.9,27.1
2018-08-06,28.6,25.7
2018-08-07,29.2,25.2
2018-08-08,31.6,25.1
2018-08-09,32.7,26.5
2018-08-10,32.9,26.3
2018-08-11,33.7,26.1
2018-08-12,30.5,27.2
2018-08-13,32.6,26.7
2018-08-14,32.9,26.5
2018-08-15,33.2,26.3
2018-08-16,32.5,26.6
2018-08-17,32.0,27.0
2018-08-18,32.5,27.0
2018-08-19,31.3,26.9
2018-08-20,32.9,26.8
2018-08-21,33.2,26.1
2018-08-22,33.2,26.9
2018-08-23,31.9,26.3
2018-08-24,32.8,25.6
2018-08-25,32.9,26.4
2018-08-26,32.6,26.0
2018-08-27,30.7,26.0
2018-08-28,31.1,25.7
2018-08-29,30.9,25.9
2018-08-30,32.6,25.8
2018-08-31,33.9,26.5
2018-09-01,31.9,26.3
2018-09-02,29.5,24.6
2018-09-03,30.5,24.9
2018-09-04,29.0,25.3
2018-09-05,31.5,25.3
2018-09-06,31.7,25.4
2018-09-07,31.0,26.0
2018-09-08,31.3,25.3
2018-09-09,29.8,24.5
2018-09-10,31.4,24.3
2018-09-11,30.9,25.3
2018-09-12,32.8,26.0
2018-09-13,32.3,25.7
2018-09-14,31.7,24.4
2018-09-15,32.4,23.9
2018-09-16,32.5,23.5
2018-09-17,32.2,24.1
2018-09-18,33.2,23.0
2018-09-19,33.5,22.6
2018-09-20,33.4,22.8
2018-09-21,31.5,24.0
2018-09-22,28.2,22.7
2018-09-23,29.1,23.7
2018-09-24,26.6,23.3
2018-09-25,29.2,22.7
2018-09-26,30.8,22.2
2018-09-27,31.7,22.1
2018-09-28,32.3,22.7
2018-09-29,32.7,22.3
2018-09-30,31.9,22.3
2018-10-01,32.6,22.1
2018-10-02,33.4,21.8
2018-10-03,32.9,21.8
2018-10-04,32.7,22.1
2018-10-05,32.8,21.1
2018-10-06,32.3,20.4
2018-10-07,31.9,20.1
2018-10-08,32.5,20.1
2018-10-09,32.0,21.8
2018-10-10,31.8,22.0
2018-10-11,28.6,20.5
2018-10-12,30.0,18.4
2018-10-13,29.2,18.5
2018-10-14,30.3,17.1
2018-10-15,31.7,17.8
2018-10-16,30.9,19.0
2018-10-17,32.6,19.2
2018-10-18,31.5,19.3
2018-10-19,31.8,18.6
2018-10-20,31.4,18.5
2018-10-21,30.2,18.5
2018-10-22,29.8,16.2
2018-10-23,30.2,16.5
2018-10-24,30.2,17.7
2018-10-25,30.3,16.2
2018-10-26,30.3,16.7
2018-10-27,29.8,18.1
2018-10-28,30.0,16.3
2018-10-29,29.6,16.1
2018-10-30,29.3,18.3
2018-10-31,29.4,18.3
2018-11-01,29.1,18.2
2018-11-02,30.1,17.6
2018-11-03,28.4,19.9
2018-11-04,27.5,17.4
2018-11-05,25.6,15.1
2018-11-06,26.2,15.4
2018-11-07,26.2,12.7
2018-11-08,26.5,13.6
2018-11-09,26.8,12.9
2018-11-10,27.6,14.1
2018-11-11,28.1,14.5
2018-11-12,28.0,15.0
2018-11-13,28.2,17.2
2018-11-14,26.1,18.0
2018-11-15,26.8,16.4
2018-11-16,25.4,14.5
2018-11-17,25.2,14.1
2018-11-18,26.9,14.4
2018-11-19,26.7,16.9
2018-11-20,27.3,15.7
2018-11-21,26.8,14.7
2018-11-22,26.7,12.6
2018-11-23,26.4,12.9
2018-11-24,26.1,14.5
2018-11-25,25.3,12.1
2018-11-26,25.7,11.1
2018-11-27,25.4,11.9
2018-11-28,25.3,14.7
2018-11-29,25.6,13.6
2018-11-30,25.9,12.7
2018-12-01,24.9,12.3
2018-12-02,24.4,11.2
2018-12-03,24.0,10.4
2018-12-04,23.5,12.8
2018-12-05,23.0,10.0
2018-12-06,23.1,12.5
2018-12-07,23.0,10.8
2018-12-08,23.1,9.6
2018-12-09,22.6,11.2
2018-12-10,22.3,10.1
2018-12-11,21.7,9.5
2018-12-12,18.4,11.6
2018-12-13,19.7,10.3
2018-12-14,20.3,9.5
2018-12-15,20.9,8.8
2018-12-16,20.9,8.1
2018-12-17,20.8,7.5
2018-12-18,20.5,7.2
2018-12-19,20.4,6.9
2018-12-20,20.4,6.0
2018-12-21,20.1,6.3
2018-12-22,19.7,6.0
2018-12-23,19.9,6.2
2018-12-24,20.5,6.2
2018-12-25,19.7,6.2
2018-12-26,19.1,5.7
2018-12-27,18.9,5.3
2018-12-28,18.4,6.3
2018-12-29,19.3,5.1
